Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
901098;Billecart-Salmon Rosé Champagne Brut Magnum;Champagne Billecart-Salmon;1,5 l;180.00;120.0;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Saattaa sisältää sakkaa;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, vadelmainen, hedelmäinen, elegantti;pullo;luonnonkorkki;12.0;6.Jan;9;;;;70.0;tilausvalikoima;3,11394E+12
548517;Billecart-Salmon Réserve Champagne Brut;Billecart-Salmon;0,75 l;48.99;65.19;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, kypsän sitruksinen, mineraalinen, kermainen, kevyen paahteinen, tyylikäs;pullo;luonnonkorkki;12.0;6.Jun;11;;;;70.0;vakiovalikoima;3,11394E+12
913167;Billecart-Salmon Sous Bois Champagne Brut;Billecart-Salmon;0,75 l;72.99;97.19;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, valkopersikkainen, kypsän sitruksinen, marsipaaninen, mineraalinen;pullo;luonnonkorkki;12.0;7.May;7;;;;70.0;vakiovalikoima;3,11394E+12
950567;Billecart-Salmon Vintage Champagne Extra Brut  2013;Billecart-Salmon;0,75 l;75.89;101.19;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2013;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, sitruksinen, briossinen, elegantti;pullo;luonnonkorkki;12.0;6.Sep;3;;;;70.0;tilausvalikoima;3,11395E+12
582897;Blondel Premier Cru Carte d'Or Champagne Brut;Blondel;0,75 l;34.99;46.52;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, keltaluumuinen, kypsän sitruksinen, kevyen hunajameloninen, mausteinen, paahteinen;pullo;luonnonkorkki;12.0;6.Feb;6;;;;70.0;vakiovalikoima;3,51643E+12
959693;Boizel Blanc de Blancs Champagne Brut 2006;Champagne Boizel;0,75 l;99.98;133.31;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2006;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin kuiva, erittäin hapokas, kypsän limettinen, keltaomenainen, marsipaaninen, mineraalinen, briossinen, vivahteikas;pullo;luonnonkorkki;12.0;6.0;6;;;;70.0;vakiovalikoima;3,28422E+12
927917;Boizel Blanc de Noirs Champagne Brut;Champagne Boizel;0,75 l;59.50;79.33;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, päärynäinen, briossinen, elegantti;pullo;luonnonkorkki;12.0;7.Feb;9;;;;70.0;tilausvalikoima;3,28422E+12
559927;Boizel Collection Trésor Champagne Extra Brut 1985;Boizel;0,75 l;329.98;439.97;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1985;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, paahtovanukasmainen, mineraalinen, kevyen tallinen, hennon briossinen, tasapainoinen, elegantti, pitkä;pullo;luonnonkorkki;12.0;8.Jun;4;;;;70.0;erikoiserä;3,28422E+12
537927;Boizel Collection Trésor Champagne Extra Brut 1990;Boizel;0,75 l;259.98;346.64;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1990;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, kypsän sitruksinen, suppilovahveroinen, mineraalinen, hennon tallinen, kevyen paahteinen, moniulotteinen, pitkä;pullo;luonnonkorkki;12.0;7.Aug;4;;;;70.0;erikoiserä;3,28422E+12
951597;Boizel Grand Vintage Champagne Brut 2012;Champagne Boizel;0,75 l;79.90;106.53;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2012;AC Champagne;Saattaa sisältää sakkaa;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, briossinen, persikkainen, elegantti;pullo;luonnonkorkki;12.0;7.0;8;;;;70.0;tilausvalikoima;3,28422E+12
544157;Boizel Joyau De France Champagne Brut 1996;Boizel;0,75 l;245.00;326.67;uutuus;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1996;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän aprikoosinen, sitruksinen, marsipaaninen, mineraalinen, briossinen, kevyen suolaheinäinen, moniulotteinen;pullo;luonnonkorkki;12.0;8.Jan;12;;;;70.0;erikoiserä;3,28422E+12
534937;Boizel Joyau de France Champagne Brut 1995;Boizel;0,75 l;199.99;266.65;uutuus;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;1995;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, mineraalinen, kevyen marsipaaninen, mausteinen, hennon paahteinen, tasapainoinen;pullo;luonnonkorkki;12.0;8.Jan;10;;;;70.0;erikoiserä;3,28423E+12
536027;Boizel Joyau de France Champagne Brut 2004;Boizel;0,75 l;144.99;193.32;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2004;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, kypsän aprikoosinen, sitruksinen, kevyen marsipaaninen, mineraalinen, hennon paahteinen, pitkä;pullo;luonnonkorkki;12.0;6.Sep;4;;;;70.0;erikoiserä;3,28422E+12
949464;Boizel Rosé Champagne Brut;Champagne Boizel;0,375 l;23.89;63.44;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, vadelmainen, omenainen, paahteinen;pullo;luonnonkorkki;12.0;6.Sep;9;;;;70.0;vakiovalikoima;3,28422E+12
941364;Boizel Réserve Champagne Brut;Champagne Boizel;0,75 l;53.49;71.19;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;ympäristövastuullinen pakkaus;;Ranska;Champagne;;AOC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, aprikoosinen, sitruksinen, briossinen;pullo;luonnonkorkki;12.0;6.Sep;11;;;;70.0;tilausvalikoima;3,28422E+12
943067;Bollinger La Grande Année Brut 2014;Bollinger;0,75 l;166.58;221.97;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2014;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, kypsän keltaluumuinen, klementiininen, viheromenainen, mantelinen, kevyen hasselpähkinäinen, pitkä;pullo;luonnonkorkki;12.0;7.Jun;9;;;;70.0;vakiovalikoima;3,05285E+12
915478;Bollinger La Grande Année Rosé 2014;Bollinger;0,75 l;193.58;258.11;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2014;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, erittäin hapokas, marjainen, paahteinen, elegantti;pullo;luonnonkorkki;12.May;6.0;9;;;;70.0;tilausvalikoima;3,05285E+12
523887;Bollinger PN TX17 Champagne Brut;Bollinger;0,75 l;93.99;125.32;uutuus;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champange;;Pinot Noir, ;Erittäin kuiva, hapokas, keltaluumuinen, aprikoosinen, sitruksinen, kevyen villivadelmainen, kermainen, briossinen, mineraalinen, elegantti, pitkä;pullo;luonnonkorkki;12.May;6.Jun;5;;;;70.0;erikoiserä;3,05285E+12
954667;Bollinger Rosé Champagne Brut;Bollinger;0,75 l;84.69;112.79;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, vadelmainen, persikkainen, raparperinen, briossinen, yrttinen;pullo;luonnonkorkki;12.0;6.Mar;7;;;;70.0;vakiovalikoima;3,05285E+12
8715;Bollinger Special Cuvée Champagne Brut;Bollinger;0,75 l;68.80;91.6;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, kypsän hedelmäinen, sitruksinen, keltaluumuinen, kevyen paahteinen, mineraalinen, ryhdikäs, pitkä;pullo;luonnonkorkki;12.0;7.Jan;7;;;;70.0;vakiovalikoima;3,05285E+12
581058;Bollinger Special Cuvée Champagne Brut Jeroboam;Bollinger;3 l;307.40;102.47;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, kypsän sitruksinen, keltaluumuinen, kevyen kaneliomenainen, hennon briossinen, mineraalinen, tasapainoinen, elegantti;pullo;luonnonkorkki;12.May;7.0;8;;;;70.0;vakiovalikoima;3,05285E+12
936458;Bollinger Spécial Cuvée Magnum Champagne Brut;Bollinger;1,5 l;149.20;99.47;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, hedelmäinen, aromikas, pitkä;pullo;luonnonkorkki;12.0;6.Jun;8;;;;70.0;tilausvalikoima;3,05285E+12
945277;Bonnet Blanc de Noirs Champagne Brut;Alexandre Bonnet;0,75 l;39.98;53.17;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, hedelmäinen, sitruksinen, mausteinen;pullo;luonnonkorkki;12.May;6.Sep;12;;;;80.0;tilausvalikoima;3,45572E+12
910151;Bonnet Grande Réserve Champagne Brut;Alexandre Bonnet;0,375 l;23.90;63.73;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Kuiva, hapokas, keltaomenainen, sitruksinen, tyylikäs;pullo;luonnonkorkki;12.May;6.Apr;10;;;;70.0;tilausvalikoima;3,45572E+12
555847;Bonnet Perle Rosée Champagne Brut;Alexandre Bonnet;0,75 l;39.98;53.17;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, punaherukkainen, vadelmainen, hennon yrttinen, kevyen paahteinen;pullo;luonnonkorkki;12.May;7.Feb;12;;;;80.0;vakiovalikoima;3,45572E+12
917451;Bonnet Ponson Les Vignes Dieu Blanc de Blancs Champagne Extra Brut 2012;Champagne Bonnet Ponson;0,75 l;78.51;104.68;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2012;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, ryhdikäs, paahteinen, hasselpähkinäinen;pullo;luonnonkorkki;12.0;9.Jun;5;;;;70.0;tilausvalikoima;3,56034E+12
941142;Bonnet Ponson Rosé Champagne Extra Brut;Bonnet-Ponson;0,75 l;55.00;73.33;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, elegantti, hedelmäinen, mausteinen;pullo;luonnonkorkki;12.May;6.Aug;4;;;;70.0;tilausvalikoima;3,56034E+12
949765;Bonnet-Ponson Perpétuelle Premier Cru Champagne Non Dosé;Champagne Bonnet-Ponson;0,75 l;52.98;70.64;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, hasselpähkinäinen, mineraalinen, paahtoleipäinen;pullo;luonnonkorkki;12.May;6.Jul;2;;;;70.0;tilausvalikoima;3,56034E+12
528817;Bouche Expertise 7 Champagne Extra-Brut;Bouché Père et Fils;0,75 l;44.15;58.87;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, valkopersikkainen, kevyen keltaluumuinen, mineraalinen, tasapainoinen, tyylikäs;pullo;luonnonkorkki;12.0;6.Aug;2;;;;70.0;erikoiserä;3,32578E+12
573047;Brimoncourt Blanc de Blancs Champagne Brut;Brimoncourt;0,75 l;55.39;73.85;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, runsaan keltaluumuinen, punaomenainen, briossinen, mineraalinen, pitkä;pullo;luonnonkorkki;12.May;6.May;5;;;;70.0;erikoiserä;3,76017E+12
588487;Brimoncourt Champagne Extra Brut;Brimoncourt;0,75 l;58.50;78.0;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, kevyen mandariininen, hennon paahteinen, mineraalinen;pullo;luonnonkorkki;12.May;6.Jan;3;;;;70.0;erikoiserä;3,76017E+12
529447;Brimoncourt MMIX Champagne Brut 2009;Brimoncourt;0,75 l;86.28;115.04;uutuus;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2009;AC Champagne;;;Erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, mineraalinen, mausteinen, kevyen briossinen;pullo;luonnonkorkki;12.May;5.Aug;5;;;;70.0;erikoiserä;3,76017E+12
506547;Brimoncourt Régence Champagne Brut;Brimoncourt;0,75 l;48.41;64.55;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, kevyen keltaluumuinen, hennon sitruunankukkainen, kermainen, mineraalinen, tasapainoinen;pullo;luonnonkorkki;12.May;7.Jan;6;;;;70.0;erikoiserä;3,76017E+12
904332;Bruno Paillard Blanc de Blancs Grand Cru Champagne Extra Brut;Champagne Bruno Paillard;0,75 l;83.24;110.99;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, elegantti, moniulotteinen, mineraalinen;pullo;luonnonkorkki;12.0;97.1;6;;;;70.0;tilausvalikoima;3,59066E+12
581677;Bruno Paillard Nec Plus Ultra Champagne Extra Brut 2008;Bruno Paillard;0,75 l;228.33;304.44;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2008;AC Champagne;Saattaa sisältää sakkaa;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, keltaluumuinen, sitruksinen, persikkainen, kevyen fenkolinen, mineraalinen, marsipaaninen, paahteinen;pullo;luonnonkorkki;12.0;8.Jan;5;;;;70.0;erikoiserä;3,59067E+12
599497;Bruno Paillard Première Cuvée Champagne Extra Brut;Bruno Paillard;0,75 l;58.15;77.4;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, viheromenainen, aprikoosinen, hennon raparperinen, kevyen mineraalinen, paahteinen;pullo;luonnonkorkki;12.0;6.Jun;7;;;;70.0;vakiovalikoima;3,59066E+12
907774;Bruno Paillard Première Cuvée Rosé Champagne Extra Brut;Champagne Bruno Paillard;0,75 l;76.69;102.25;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, erittäin hapokas, kirsikkainen, metsämansikkainen, punaherukkainen;pullo;luonnonkorkki;12.0;97.3;6;;;;70.0;tilausvalikoima;3,59066E+12
567007;Canard-Duchêne Champagne Brut;Canard-Duchêne;0,75 l;49.30;65.73;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Sisältää kaksi juomalasia;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, kevyen persikkainen, hennon yrttinen, mineraalinen, paahteinen, tasapainoinen;pullo;luonnonkorkki;12.0;6.Apr;7;;;;70.0;vakiovalikoima;3,11393E+12
920013;Canard-Duchêne Charles VII Champagne Brut;Canard-Duchêne;0,75 l;54.00;72.0;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, paahteinen, kukkainen;pullo;luonnonkorkki;12.0;5.Aug;7;;;;70.0;tilausvalikoima;3,11393E+12
923542;Canard-Duchêne Cuvée Charles VII Blanc de Blancs Champagne Brut;Canard-Duchêne;0,75 l;59.10;78.8;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, keskihapokas, sitruksinen, mineraalinen, paahteinen;pullo;luonnonkorkki;12.0;6.Jan;5;;;;70.0;tilausvalikoima;3,11393E+12
953701;Canard-Duchêne Cuvée Charles VII Blanc de Noirs Champagne Brut;Canard-Duchêne;0,75 l;59.10;78.8;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, hedelmäinen, mausteinen, elegantti;pullo;luonnonkorkki;12.0;6.Sep;7;;;;70.0;tilausvalikoima;3,11393E+12
904661;Canard-Duchêne Cuvée Léonie Rosé Champagne Brut;Canard-Duchêne;0,75 l;53.80;71.73;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, keskihapokas, hedelmäinen, kukkainen, mausteinen;pullo;luonnonkorkki;12.0;6.Apr;9;;;;70.0;tilausvalikoima;3,11393E+12
959463;Canard-Duchêne P.181 Champagne Extra Brut;Canard-Duchêne;0,75 l;53.60;71.47;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, keskihapokas, sitruksinen, keltaluumuinen, hedelmäinen;pullo;luonnonkorkki;12.0;7.0;4;;;;70.0;tilausvalikoima;3,11393E+12
925257;Castelnau Réserve Champagne Brut;CRVC;0,75 l;37.98;50.51;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;;Erittäin kuiva, hapokas, sitruksinen, mausteinen, aromikas;pullo;luonnonkorkki;12.May;6.Jul;9;;;;70.0;tilausvalikoima;3,25794E+12
585717;Champagne Thiénot X Penfolds Lot. 3-175 Grand Cru Blanc de Noirs Vintage Champagne Extra Brut 2012;Champagne Alain Thiénot;0,75 l;179.89;239.85;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2012;AC Champagne;;;Erittäin kuiva, hapokas, sitruksinen, valkopersikkainen, keltaluumuinen, mineraalinen, kevyen paahteinen, elegantti, pitkä;pullo;luonnonkorkki;12.0;6.May;4;;;;70.0;erikoiserä;9,3103E+12
519847;Chapuy Unique Oger Chardonnay Grand Cru Champagne Brut Nature 2014;Chapuy;0,75 l;114.16;152.21;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;2014;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, sitruksinen, aprikoosinen, kevyen viheromenainen, kermainen, mineraalinen, hennon briossinen;pullo;luonnonkorkki;12.May;7.Apr;4;;;;70.0;erikoiserä;3,57897E+12
569898;Charles Ellner Grande Reserve Champagne Brut;Ellner;1,5 l;75.27;50.18;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän greippinen, keltaomenainen, kevyen hunajameloninen, mineraalinen, marsipaaninen;pullo;luonnonkorkki;12.0;8.May;7;;;;70.0;vakiovalikoima;3,35021E+12
915187;Charles Heidsieck Blanc des Millenaires Champagne Brut 2007;Charles Heidsieck;0,75 l;179.98;239.97;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2007;AC Champagne;;Chardonnay, ;Erittäin kuiva, keskihapokas, hedelmäinen, paahteinen, moniulotteinen;pullo;luonnonkorkki;12.0;6.Sep;10;;;;70.0;tilausvalikoima;3,0379E+12
942107;Charles Heidsieck Rose Reserve Brut;Charles Heidsieck;0,75 l;70.98;94.51;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Erittäin kuiva, keskihapokas, mansikkainen, vadelmainen, vivahteikas;pullo;luonnonkorkki;12.0;6.Sep;10;;;;70.0;tilausvalikoima;3,0379E+12
564737;Charles Heidsieck Réserve Champagne Brut;Charles Heidsieck;0,75 l;58.90;78.4;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, hennon viheromenainen, mineraalinen, briossinen, tasapainoinen, runsas;pullo;luonnonkorkki;12.0;6.Jul;7;;;;70.0;vakiovalikoima;3,0379E+12
926027;Charles Heidsieck Vintage Champagne Brut 2012;Charles Heidsieck;0,75 l;87.89;117.19;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2012;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, omenainen, aprikoosinen, mineraalinen, briossinen, ryhdikäs, pitkä;pullo;luonnonkorkki;12.0;6.Feb;10;;;;70.0;vakiovalikoima;3,0379E+12
903757;Charles Heidsieck Vintage Rosé Champagne Brut 2008;Charles Heidsieck;0,75 l;99.89;133.19;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2008;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, marjainen, sitruksinen, aromikas;pullo;luonnonkorkki;12.0;6.0;10;;;;70.0;tilausvalikoima;3,0379E+12
566564;Charles Mignon 1er Cru Premium Reserve Champagne Brut;Charles Mignon;0,375 l;19.98;53.01;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, aprikoosinen, kypsän sitruksinen, klementiininen, hennon persikkainen, kevyen pähkinäinen;pullo;luonnonkorkki;12.0;5.Apr;11;;;;70.0;vakiovalikoima;3,51812E+12
592303;Charles Mignon Premium Réserve Rosé Champagne Brut;Charles Mignon;0,2 l;14.64;72.7;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, viheromenainen, kirsikkainen, vadelmainen, keltaluumuinen, kevyen paahteinen;pullo;luonnonkorkki;12.0;6.Jan;11;;;;70.0;vakiovalikoima;3,51812E+12
919668;Charles Mignon Premium Réserve Rosé Champagne Brut;Charles Mignon;0,75 l;34.98;46.64;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, keltaomenainen, kypsän greippinen, persikkainen, kevyen paahteinen, hennon marsipaaninen;pullo;luonnonkorkki;12.May;5.Aug;8;;;;70.0;vakiovalikoima;3,51812E+12
589777;Charles de Cazanove Rosé Champagne Brut;Charles de Cazanove;0,75 l;49.98;66.51;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;ympäristövastuullinen pakkaus;;Ranska;Champagne;;AC Champagne;Sisältää kaksi juomalasia;Chardonnay, Pinot Noir, Pinot Meunier, Côteaux Champenois Rouge, ;Erittäin kuiva, hapokas, kypsän vadelmainen, kevyen kirsikkainen, hennon mansikkahilloinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.0;6.Mar;10;;;;70.0;vakiovalikoima;3,32386E+12
551197;Charlier & Fils Spécial Club Champagne Brut 2008;Charlier-Perrin;0,75 l;61.98;82.51;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2008;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, omenainen, briossinen, mineraalinen, suolaheinäinen, ryhdikäs;pullo;luonnonkorkki;12.0;6.Jul;6;;;;70.0;vakiovalikoima;3,7603E+12
504127;Charpentier Pinot Meunier Champagne Brut Nature;Charpentier;0,75 l;59.52;79.36;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, aprikoosinen, viheromenainen, kevyen kermainen, mineraalinen, hennon briossinen, tyylikäs;pullo;luonnonkorkki;12.0;6.Sep;1;;;;70.0;erikoiserä;3,76019E+12
955272;Christian de Montaille Champagne Brut;Christian de Montaille;0,75 l;32.90;43.87;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, paahteinen, omenainen, sitruksinen;pullo;luonnonkorkki;12.0;6.Jun;9;;;;70.0;tilausvalikoima;3,55393E+12
936681;Château de Bligny 6 Cépages Champagne Brut Nature;Château de Bligny;0,75 l;69.90;93.2;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Blanc, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, erittäin hapokas, viheromenainen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.0;5.0;1;;;;70.0;tilausvalikoima;3,49849E+12
